material_class,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_reaction_N_per_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,post_event_tip_x_m,post_event_tip_y_m,post_event_process_zone_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,semantic_role
Peak,105,0,917,1332.376869923316,3.172325880769806e-05,6264740.127160977,17279.60963675174,87.67739923032903,490.55223715901724,508.6741215552654,18.12188439624814,0.0010086741215552654,-6.2117421730240055e-06,734d9af16fa54ea14d7d03b2d2e3af85444f9405bf443e02c6ec29b6f8cf4a6b,9.804875844565686e-07,2.334490565268632e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,106,0,927,1332.3768709038036,3.1723258831042964e-05,6240473.512565388,15590.335636690486,83.28147873016262,508.6741215552654,512.9641228857902,4.290001330524776,0.00101296412288579,-6.146460550547897e-06,063dfbfc01282036a62e96fb6677f1f74f3c0a4423c8884f2421bf8bcb8d61a3,9.395989764016122e-07,2.23714276270659e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,107,0,937,1332.3768718434026,3.172325885341439e-05,6235377.479318298,16502.71620736119,85.68373926158773,512.9641228857902,517.0757044473669,4.111581561576675,0.0010170757044473669,-6.14646055054787e-06,e9c7503709255c37d5b3899252c7cb6bce512dc5d8c89e6dc2662f567461cc64,8.400002116104588e-08,2.000000642529698e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,108,0,938,1332.3768719274026,3.172325885541439e-05,6228607.014435602,17511.568760414586,88.26392216725719,517.0757044473669,519.3730445429917,2.2973400956249024,0.0010193730445429915,-6.146460550547855e-06,68f13c8abca5a3a9cd1a313b3a4fc5293ceff8b12b4b6d4f23f21d6e09d85bf2,5.880001481273212e-07,1.4000004497707885e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,109,0,945,1332.3768725154027,3.17232588694144e-05,6225131.486841279,17856.822801399612,89.12977082114372,519.3730445429917,521.9564996394079,2.5834550964160767,0.0010219564996394078,-6.5426207309239066e-06,06b6435d4a96c12866730ff3cf98f9292ce8e94cb8f4873362fc4273ed154b47,1.6800004232209176e-07,4.000001285059396e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,110,0,947,1332.3768726834028,3.17232588734144e-05,6224230.308385294,18552.290380133843,90.84885580202415,521.9564996394079,524.2538397350327,2.2973400956249024,0.0010242538397350327,-6.542620730923892e-06,5f0eecd82b284c496e8736495b8206e498abcf97959d18abccd8e6759d79f5aa,1.1957581591559574e-06,2.847040366047576e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,111,0,957,1332.376873879161,3.17232589018848e-05,6219021.049339613,19194.995115316167,92.40909100956937,524.2538397350327,529.4863383955297,5.232498660496989,0.0010294863383955295,-6.542620730923859e-06,e3d367e41c54e69a3590d12d8245259253402b81276252ffd718984de6028622,4.200001058052294e-07,1.000000321264849e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,112,0,962,1332.376874299161,3.1723258911884805e-05,6089019.259095957,28446.340065386554,112.4951746014155,529.4863383955297,531.7836784911547,2.2973400956249024,0.0010317836784911546,-6.542620730923845e-06,c050ce00b044d729a367c4d0eaaffb8579379e3b1c5291d6eb887ce26a1f3d61,7.560001904494129e-07,1.800000578276728e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,113,0,971,1332.3768750551612,3.172325892988481e-05,6085389.286323929,28725.680557089967,113.04617145123392,531.7836784911547,535.0330254976338,3.2493470064791965,0.0010350330254976338,-6.49317490836395e-06,c2c43d29baa0234a69fe74f3057a9a5243f5d823d194e044c0b40d1fca26f79a,9.994528227252886e-07,2.3796543620162314e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,114,0,981,1332.376876054614,3.1723258953681355e-05,6078058.76673384,28231.456327269658,112.06947469977767,535.0330254976338,539.2610181274612,4.227992629827386,0.0010392610181274612,-7.611900666166384e-06,08473f29489d83c541ca44ef80908bf63ff4e49d11ee3eae4d9975ab10a1c45c,3.360000846441835e-07,8.000002570118792e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,115,0,985,1332.3768763906141,3.172325896168136e-05,6069714.394395417,27618.373409557815,110.84592806101146,539.2610181274612,541.3671943791741,2.10617625171286,0.001041367194379174,-6.6944078260383494e-06,1f211d56d409b83e1fdb3d8fb57466fcd1a40c5c7fd4aef78a2380ea8a158199,5.945905968474108e-06,1.415691836762628e-13,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,116,0,995,1332.37688233652,3.172325910325054e-05,6065289.106136555,30300.82029754957,116.10418873173332,541.3671943791741,559.7437876082947,18.376593229120626,0.0010597437876082947,-6.414768327317307e-06,a287c1439c8a22ac8447fd0ed48c305de6b6285e5bf430c5f57da4466bff155d,1.3864223546988796e-06,3.301009368194413e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,117,0,1005,1332.3768837229425,3.1723259136260635e-05,6026267.3573293835,31499.6159011054,118.37863404208795,559.7437876082947,565.8106183720174,6.066830763722672,0.0010658106183720172,-6.4147683273172595e-06,eed0585faa038245371a8755f842fd2422f1c6ff32b4e65188fc80cc50f4c0ea,5.880001481273212e-07,1.4000004497707885e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,118,0,1012,1332.3768843109426,3.172325915026064e-05,6013078.7738697035,32454.015785474556,120.15861583805716,565.8106183720174,568.4639544525072,2.6533360804898565,0.0010684639544525072,-6.414768327317239e-06,020bb0f40f4fe1e0e7d155b8b1d2b1bbb73b84d26184df0a793d4a2aea1aeb83,1.3451403901854064e-06,3.202712888731446e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,119,0,1022,1332.376885656083,3.172325918228777e-05,6007112.813534803,32880.50685856759,120.9455648510182,568.4639544525072,574.3501308152352,5.886176362727893,0.0010743501308152351,-6.414768327317194e-06,ca59cda70853057f3ed6ef8d6adc932ffad499cff02004ef45a9a8b358042af2,3.360000846441835e-07,8.000002570118792e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,120,0,1026,1332.376885992083,3.172325919028777e-05,5991633.654211026,33907.63926739021,122.82010728679072,574.3501308152352,576.64747091086,2.2973400956249024,0.00107664747091086,-6.4147683273171765e-06,72b73d3996536d12536dffcd6f522a5683e85389ee680e413def0feb92147e2c,9.046834748005494e-07,2.1540047848676858e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,121,0,1036,1332.3768868967666,3.172325921182782e-05,5991633.658279336,34012.827411392165,123.01046579351802,576.64747091086,580.6062605421721,3.9587896313120297,0.001080606260542172,-6.414768327317145e-06,cc618dbd3ec618e304dcb94ee38555e0e54b54aa58e5ba301e395a19050f3a29,2.5200006348313764e-07,6.000001927589094e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,122,0,1039,1332.3768871487666,3.172325921782782e-05,6166169.902373252,13841.730743137954,78.47221180722879,580.6062605421721,582.9036006377969,2.2973400956249024,0.0010829036006377967,-6.414768327317128e-06,81c6b2009632b67173fe3e17dda6e71c50ebf17faf373c536714dce69b86f080,1.6800004232209176e-07,4.000001285059396e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,123,0,1041,1332.3768873167667,3.172325922182782e-05,6164350.12269446,13788.93670266544,78.32241756898678,582.9036006377969,585.2009407334218,2.2973400956249024,0.0010852009407334219,-6.4147683273171105e-06,173dc3b6182a3db4ec0572188eb29d16eb9f6df5b4ef4dd3cca5fc196005ced3,8.474830792692956e-07,2.0178154394763503e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,124,0,1051,1332.3768881642497,3.1723259242005976e-05,6162518.230064511,13741.896718128426,78.18870773581402,585.2009407334218,588.9094282884705,3.708487555048687,0.0010889094282884703,-6.414768327317082e-06,a0f43ff0c998171bcf34279275045cacd706eec31be71e79cb4dc0b48bf0ac38,2.5200006348313764e-07,6.000001927589094e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,125,0,1054,1332.3768884162498,3.172325924800598e-05,6157650.501537927,13717.442809969616,78.11910777841098,588.9094282884705,591.2067683840954,2.2973400956249024,0.0010912067683840954,-6.414768327317064e-06,259acf3e6e2b387d8590b373076eefbb817f4f884d198ccb984244854690332f,1.6062222130130976e-06,3.824333428062432e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,126,0,1064,1332.376890022472,3.172325928624931e-05,6157650.508961156,13639.5167811622,77.89690229690011,591.2067683840954,598.235409635671,7.0286412515755625,0.001098235409635671,-6.41476832731701e-06,bfe7fa749b677fb8c1c0a00774358da4d7e586ce46dfd59cb81025e9be8cb215,1.3977910384710412e-06,3.3280737649250824e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,127,0,1074,1332.376891420263,3.172325931953005e-05,6146120.0646859,13725.776230182744,78.14283306450945,598.235409635671,604.3519850988804,6.116575463209441,0.0011043519850988805,-6.414768327316962e-06,51e5c2296a45cc6b044a5731a46dff7228eee160f738a1df2617372cfa38bbdf,1.9652475202747155e-06,4.679159078431472e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,128,0,1084,1332.3768933855106,3.172325936632164e-05,6057759.878550081,24019.71253821915,103.37239968782715,604.3519850988804,612.9476981902274,8.595713091346953,0.0011129476981902274,-6.1531031095693795e-06,b7e7ff46761fed2fb01b8f773f55000b7a9d67cf91a356bd4244d54e07a42448,1.2979944585822523e-06,3.090464082561306e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,129,0,1094,1332.376894683505,3.172325939722628e-05,6045395.7206994295,22714.16740664837,100.52384838270729,612.9476981902274,618.6269181152093,5.679219924981841,0.0011186269181152092,-6.066681530055294e-06,bf1fde4b0f5e2d3b0cecac993db70287bc208b4cb226543bbb8f2b672b6bf709,4.200001058052294e-07,1.000000321264849e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,130,0,1099,1332.3768951035051,3.1723259407226285e-05,6036329.658229526,18213.367555498953,90.01519389587608,618.6269181152093,620.6061004863079,1.9791823710987346,0.001120606100486308,-7.233132839325315e-06,9d96bc8038148dccb935db839973f2f5e114ae8d36c8f0958a085c7c891e112e,1.7440311239624862e-06,4.1524550182907294e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,131,0,1109,1332.3768968475363,3.1723259448750835e-05,6035227.122003471,21427.34120275716,97.63484428249414,620.6061004863079,628.2609328560064,7.654832369698508,0.0011282609328560065,-7.582803127769632e-06,68a20bb550e9e489891a07feed479bb64eb2111f87d537c4d18eab54d03ddc79,2.638407750055194e-06,6.281921597489637e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,132,0,1119,1332.376899485944,3.172325951157005e-05,5999026.705975335,26801.68190332568,109.19474024941637,628.2609328560064,639.8063031586996,11.545370302693197,0.0011398063031586997,-7.5828031277695376e-06,f4400a230c888e868fdd353c1453f9c9cbd214ea21e05336119d9eb085491cd3,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,133,0,1125,1332.3768999899441,3.1723259523570055e-05,5976419.5204176055,28749.43907919016,113.09291107225054,639.8063031586996,642.1036432543245,2.2973400956249024,0.0011421036432543244,-7.582803127769518e-06,1ed21372b2ecf4c46790fd040b6ad37c27aa5e2492fad2623c4d38f4762e6ef4,3.203237156412797e-06,7.626753774966216e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,134,0,1135,1332.3769031931813,3.172325959983759e-05,5968924.535089426,29348.94462048562,114.26597763156036,642.1036432543245,656.0444255675995,13.94078231327497,0.0011560444255675996,-7.5828031277694046e-06,49c5abc50e240b477c9bce576a35eb992a4cac4b3863012b71bdeed500df9e51,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,135,0,1141,1332.3769036971814,3.1723259611837596e-05,5923531.925519247,21346.192183108345,97.44978894888987,656.0444255675995,658.3414997212396,2.2970741536401054,0.0011583414997212397,-7.617758065109499e-06,76c46529f4b3c9aa5c42350a28f3e4e1e6babe21df16d3819caadc4f6ac5077a,4.200001058052294e-07,1.000000321264849e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,136,0,1146,1332.3769041171815,3.17232596218376e-05,5921329.440741072,21146.758353448975,96.99349230095231,658.3414997212396,660.6377761104966,2.296276389256906,0.0011606377761104964,-7.687659846964933e-06,b0f0b658940231242b01ea4f35d98f66a39d286f3524fc0cf493656eabce40e7,8.400002116104588e-08,2.000000642529698e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,137,0,1147,1332.3769042011816,3.17232596238376e-05,5919073.905218836,20879.350696078887,96.3782840616265,660.6377761104966,662.9348502641367,2.2970741536401054,0.0011629348502641367,-7.722614784305027e-06,f0989ccb8f80f9a1be7e02d0a3395a30c5fe153b92720bb1cde34db9025edb87,2.5200006348313764e-07,6.000001927589094e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,138,0,1150,1332.3769044531816,3.17232596298376e-05,5916314.957678086,20705.38071049837,95.97592477942572,662.9348502641367,665.2151907511228,2.2803404869861654,0.0011652151907511228,-8.0015749577655e-06,ac39617667fa24c69356fb8e7a4ed9201cd75408ec71788a7fcb4396573cac1f,4.34694743489672e-06,1.0349874576083204e-13,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,139,0,1160,1332.376908800129,3.172325973333635e-05,5913612.724566091,19890.92200509345,94.06935203729935,665.2151907511228,683.42184694009,18.206656188967088,0.00118342184694009,-5.492581658741232e-06,57382bc81a272ea3a4331ffb99d47a88b9a6ce7afaec88735de40fee3e125f7f,2.5200006348313764e-07,6.000001927589094e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,140,0,1163,1332.3769090521291,3.172325973933635e-05,5951549.936992246,20223.991130706967,94.85366770170087,683.42184694009,685.7191870357149,2.2973400956249024,0.0011857191870357148,-5.492581658741215e-06,a93b839790ceda954499a68b7fcce266d6197714943b4a722549b2ffe9308cf4,8.400002116104588e-08,2.000000642529698e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,141,0,1164,1332.3769091361291,3.172325974133635e-05,5949141.236082883,20452.910562039764,95.38899099654007,685.7191870357149,688.0165271313397,2.2973400956249024,0.0011880165271313395,-5.492581658741198e-06,59b7f7782430f493a461cd652aee33628e972e3af7b853edc81ae300797549ee,9.560085345583502e-07,2.2762079222339582e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,142,0,1174,1332.3769100921377,3.172325976409843e-05,5946659.647723937,20697.459634183582,95.95756468844293,688.0165271313397,692.1999101481497,4.183383016809943,0.0011921999101481497,-5.492581658741167e-06,a24f41532104363b3def1fad660ce00c89bdcc39aa87d2a02c9126c1177326ac,1.3940984899818432e-06,3.319278174800794e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,143,0,1184,1332.3769114862362,3.172325979729121e-05,5939922.716024063,21420.114796442973,97.61837913767144,692.1999101481497,698.3003239711747,6.100413823025095,0.0011983003239711748,-5.492581658741123e-06,00845c2e4546adeefd666d9e16d84cb15b4db4c4606445a74da2127e55b0e9ad,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,144,0,1190,1332.3769119902363,3.1723259809291215e-05,5930025.247349413,22463.662784590837,99.96799477894893,698.3003239711747,700.5976640667997,2.2973400956249024,0.0012005976640667997,-5.492581658741106e-06,0f9c6f91db968ad45024d5298adc936ef4f593477016e4244f3743d531c0bb7d,2.5200006348313764e-07,6.000001927589094e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,145,0,1193,1332.3769122422364,3.172325981529122e-05,5930025.248470995,22443.58463473536,99.92330880976274,700.5976640667997,702.8950041624246,2.2973400956249024,0.0012028950041624244,-5.492581658741089e-06,178e3e2fcf015991f0d94c6fcf850bf3831e2950219f29a7f5fb89f1e5e3f2b2,1.7772067621990573e-06,4.231444567567161e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,146,0,1203,1332.3769140194431,3.172325985760566e-05,5923397.816165146,23186.67520110036,101.5640322130744,702.8950041624246,710.719122449173,7.824118286748477,0.001210719122449173,-5.492581658741032e-06,a799221896b8f72a8097b4f9a1206359f3199790f3f6ac5bebc47c491b0d2863,5.880001481273212e-07,1.4000004497707885e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,147,0,1210,1332.3769146074433,3.172325987160567e-05,5920070.339882283,21129.840518528235,96.95468615895805,710.719122449173,713.2948574754425,2.5757350262695535,0.0012132948574754426,-5.492581658741013e-06,a3bd88d00f65a87a13b6fde4ea5b612f4f8be39ef27af8182475c33eed77a8b1,3.360000846441835e-07,8.000002570118792e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,148,0,1214,1332.3769149434434,3.172325987960567e-05,5917815.116034249,20837.402451857295,96.28141963983424,713.2948574754425,715.5919316290828,2.2970741536401054,0.0012155919316290827,-5.4576267214008845e-06,e07a7fc6af4767d881ab0f0fd4ae24c57a24bfd91435b5800b69d27534de069f,2.7935675461776555e-06,6.651356033874137e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,149,0,1224,1332.376917737011,3.172325994611923e-05,5915504.931482081,20573.865163686256,95.67063134382853,715.5919316290828,727.5408635899747,11.948931960892045,0.0012275408635899748,-5.457626721400802e-06,06f6bddb37450bcedcc9cfe4d8a786e07ff270f0415b6d6198eafc08095f4cce,4.200001058052294e-07,1.000000321264849e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,150,0,1229,1332.376918157011,3.1723259956119233e-05,5900147.218820121,19282.98584353193,92.62065256708799,727.5408635899747,729.8382036855996,2.2973400956249024,0.0012298382036855997,-5.457626721400786e-06,77ce6374de2bed03f893920dbf2242eb2d2bfffb19c6ae9637623796bc40b190,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,151,0,1235,1332.3769186610111,3.172325996811924e-05,5894050.051095909,19177.958981101357,92.36807398583571,729.8382036855996,732.1355437812244,2.2973400956249024,0.0012321355437812243,-5.45762672140077e-06,60f1cd9a44fe6f64053268bcd3442f3343bd960ba089be52cbdadf29fa62cd63,8.505776349920779e-07,2.0251812379856737e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,152,0,1245,1332.3769195115888,3.172325998837105e-05,5763315.4245805,25819.06811826124,107.17437930146151,732.1355437812244,735.8575737959138,3.7220300146891416,0.0012358575737959137,-5.457626721400744e-06,256afe946131d17d15518b7560d42bcad808f1a5c47e844d72e4713a900faacb,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,153,0,1251,1332.376920015589,3.1723260000371054e-05,5757532.990061647,25330.173550035837,106.15483460522977,735.8575737959138,738.1549138915386,2.2973400956249024,0.0012381549138915386,-5.457626721400728e-06,4807349f62e10a60257d6de9992234d6b4f2a74ae504d15580246bb0bd23f760,1.6800004232209176e-07,4.000001285059396e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,154,0,1253,1332.376920183589,3.1723260004371055e-05,5753971.3223658595,24981.0627187231,105.42076179194042,738.1549138915386,740.4522539871635,2.2973400956249024,0.0012404522539871635,-5.457626721400712e-06,42af1b18564b7d4f2432d15ffcecdb3b3a76ea73dade6bb3ac511d6951d047b9,4.06988419854315e-06,9.690197185245261e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,155,0,1263,1332.3769242534731,3.172326010127303e-05,5749681.242408754,24626.29252514155,104.66951511821628,740.4522539871635,758.6067510777846,18.154497090621096,0.0012586067510777846,-5.457626721400585e-06,0c5e3c42eadf6bed9278873ad3c2a67d843ac6b3e65e6d924ce9557be85b812a,3.360000846441835e-07,8.000002570118792e-15,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,156,0,1267,1332.3769245894732,3.172326010927303e-05,5720873.134410492,29541.525391854582,114.64025769092746,758.6067510777846,760.9040911734094,2.2973400956249024,0.0012609040911734095,-5.4576267214005686e-06,7685ff31a7863cf1fd3123b9757da0de2c2419ecb05aacf7dc99ce0369295efc,1.0804160410771146e-06,2.572418732020576e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,157,0,1277,1332.3769256698893,3.1723260134997217e-05,5717577.247602794,29145.923488235516,113.8700747033741,760.9040911734094,765.631867166144,4.727775992734422,0.001265631867166144,-5.4576267214005355e-06,5fbd2c9ad4c5134f2c7b144766fd3c74e8a0c6b4ce6d17a64f5055914c7bd97b,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,158,0,1283,1332.3769261738894,3.172326014699722e-05,5710180.669107824,28278.82375980907,112.16345175905268,765.631867166144,767.9292072617689,2.2973400956249024,0.0012679292072617688,-5.4576267214005194e-06,d425c911b45a6c79b276111d5a1036f430431169dbb60529d2d375703a858528,8.83869688550476e-07,2.1044499693215202e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,159,0,1293,1332.376927057759,3.172326016804172e-05,5705347.0450560395,27839.401285613432,111.28859021267668,767.9292072617689,771.7969194846961,3.8677122229273992,0.0012717969194846962,-5.457626721400492e-06,2947eb55665de71af9e8ba2ef48862c0a282f1bc00656844ce361b24a9b69cbf,5.040001269662753e-07,1.2000003855178187e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
Peak,160,0,1299,1332.3769275617592,3.1723260180041724e-05,5699597.354545816,27053.61888436532,109.70675748265784,771.7969194846961,774.0942595803211,2.2973400956249024,0.0012740942595803211,-5.457626721400476e-06,31c80d7d70f2a5fbbd82d5e3a7640c3cf8f1c2d655191593fb1a04fc816a2938,2.0980601220799144e-06,4.995378161684952e-14,False,False,50153f1b93dee23407ec7971658fc8da917629c14e4ff3290b7a7a0c88449faa,INTERIOR_PRE_EVENT_NOT_RESISTANCE_POINT
